"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","annual_avg_estabs","annual_avg_emplvl","total_annual_wages","taxable_annual_wages","annual_contributions","annual_avg_wkly_wage","avg_annual_pay","lq_disclosure_code","lq_annual_avg_estabs","lq_annual_avg_emplvl","lq_total_annual_wages","lq_taxable_annual_wages","lq_annual_contributions","lq_annual_avg_wkly_wage","lq_avg_annual_pay","oty_disclosure_code","oty_annual_avg_estabs_chg","oty_annual_avg_estabs_pct_chg","oty_annual_avg_emplvl_chg","oty_annual_avg_emplvl_pct_chg","oty_total_annual_wages_chg","oty_total_annual_wages_pct_chg","oty_taxable_annual_wages_chg","oty_taxable_annual_wages_pct_chg","oty_annual_contributions_chg","oty_annual_contributions_pct_chg","oty_annual_avg_wkly_wage_chg","oty_annual_avg_wkly_wage_pct_chg","oty_avg_annual_pay_chg","oty_avg_annual_pay_pct_chg"
"20189","5","23","74","0","2024","A","N",16,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",1,6.7,0,0,0,0,0,0,0,0,0,0,0,0
"20191","3","23","74","0","2024","A","",10,19,303692,278720,279,307,15984,"",44.15,4.32,1.80,17.92,5.72,0.42,0.42,"",-1,-9.1,-1,-5.0,-20785,-6.4,-20874,-7.0,-19,-6.4,-13,-4.1,-656,-3.9
"20191","5","23","74","0","2024","A","",44,139,7519603,3507241,126160,1042,54195,"",0.88,0.42,0.49,0.35,1.27,1.15,1.15,"",-3,-6.4,-32,-18.7,-3022002,-28.7,-1469756,-29.5,-67934,-35.0,-146,-12.3,-7602,-12.3
"20193","3","23","74","0","2024","A","",4,10,108068,108068,109,200,10375,"",27.17,3.46,0.89,12.36,3.39,0.25,0.25,"",0,0.0,0,0.0,-16113,-13.0,-16113,-13.0,-13,-10.7,-39,-16.3,-2043,-16.5
"20193","5","23","74","0","2024","A","",28,219,15125019,3702379,31358,1326,68959,"",0.86,1.02,1.37,0.65,0.48,1.34,1.34,"",-3,-9.7,3,1.4,1684617,12.5,-149896,-3.9,-31081,-49.8,128,10.7,6687,10.7
"20195","5","23","74","0","2024","A","",7,17,617425,238584,1547,702,36498,"",0.69,0.29,0.23,0.13,0.13,0.79,0.79,"",0,0.0,0,0.0,-34769,-5.3,-7898,-3.2,184,13.5,-25,-3.4,-1310,-3.5
"20197","3","23","74","0","2024","A","",8,16,185670,76089,75,229,11915,"",120.89,16.35,5.28,23.40,5.04,0.33,0.33,"",0,0.0,2,14.3,21663,13.2,14594,23.7,12,19.0,2,0.9,130,1.1
"20197","5","23","74","0","2024","A","",21,114,5186820,1889978,54847,878,45665,"",1.44,1.56,1.62,0.90,1.82,1.04,1.04,"",-6,-22.2,-24,-17.4,-1825348,-26.0,-629994,-25.0,-34082,-38.3,-99,-10.1,-5117,-10.1
"20199","5","23","74","0","2024","A","N",2,0,0,0,0,0,0,"N",0.27,0,0,0,0,0,0,"N",1,100.0,0,0,0,0,0,0,0,0,0,0,0,0
"20201","3","23","74","0","2024","A","",20,25,132013,101459,106,103,5334,"",192.23,17.30,2.65,26.27,9.22,0.16,0.15,"",2,11.1,4,19.0,35324,36.5,30150,42.3,33,45.2,14,15.7,730,15.9
"20201","5","23","74","0","2024","A","",27,94,4057385,1518141,32155,834,43356,"",1.18,0.87,0.89,0.61,1.38,1.03,1.03,"",2,8.0,-1,-1.1,-411170,-9.2,-249797,-14.1,-14191,-30.6,-67,-7.4,-3476,-7.4
"20203","5","23","74","0","2024","A","N",4,0,0,0,0,0,0,"N",0.46,0,0,0,0,0,0,"N",-1,-20.0,0,0,0,0,0,0,0,0,0,0,0,0
"20205","5","23","74","0","2024","A","",19,349,28757560,7136378,113125,1585,82400,"",1.03,2.11,3.35,1.49,2.14,1.58,1.58,"",2,11.8,47,15.6,8546878,42.3,1536832,27.4,2086,1.9,297,23.1,15440,23.1
"20207","5","23","74","0","2024","A","N",6,0,0,0,0,0,0,"N",0.80,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"20209","5","23","74","0","2024","A","",420,5294,439351500,100522795,3220877,1596,82989,"",1.33,1.07,1.25,0.54,1.37,1.17,1.17,"",11,2.7,430,8.8,50510863,13.0,10182355,11.3,50445,1.6,59,3.8,3051,3.8
"20999","5","23","74","0","2024","A","",38,1108,116312191,22010800,888729,2018,104928,"",0.56,1.07,1.16,0.83,1.92,1.09,1.09,"N",33,660.0,0,0,0,0,0,0,0,0,0,0,0,0
"21000","3","23","54","0","2024","A","",8,138,6362501,213902,908,883,45939,"",0.14,0.10,0.09,0.08,0.04,0.87,0.87,"",0,0.0,2,1.5,561510,9.7,14769,7.4,461,103.1,62,7.6,3259,7.6
"21000","5","23","54","0","2024","A","",11918,93486,6857215660,1548993571,56698751,1411,73350,"",0.97,0.90,1.01,0.92,1.29,1.13,1.13,"",453,4.0,3679,4.1,614916961,9.9,107942886,7.5,16178852,39.9,74,5.5,3842,5.5
"21001","5","23","74","0","2024","A","",42,188,9046499,2567084,116783,926,48162,"",1.06,0.72,0.78,0.75,1.44,1.08,1.08,"",2,5.0,-7,-3.6,-210290,-2.3,-177241,-6.5,2614,2.3,13,1.4,691,1.5
"21003","5","23","74","0","2024","A","",34,144,7594948,2226028,39338,1017,52865,"",1.04,0.55,0.56,0.52,0.42,1.04,1.03,"",3,9.7,3,2.1,711077,10.3,82015,3.8,24009,156.6,77,8.2,3985,8.2
"21005","5","23","74","0","2024","A","N",47,0,0,0,0,0,0,"N",1.07,0,0,0,0,0,0,"N",2,4.4,0,0,0,0,0,0,0,0,0,0,0,0
"21007","5","23","74","0","2024","A","",26,159,11663324,7408602,618306,1407,73163,"",1.46,1.51,1.62,3.50,5.02,1.07,1.07,"",0,0.0,70,78.7,6222196,114.4,5728131,340.9,554604,870.6,231,19.6,12027,19.7
"21009","3","23","74","0","2024","A","N",1,0,0,0,0,0,0,"N",2.16,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21009","5","23","74","0","2024","A","",92,719,39869255,10181086,329633,1066,55457,"",0.91,0.89,0.90,0.87,1.32,1.01,1.01,"",6,7.0,48,7.2,3930134,10.9,-55504,-0.5,117447,55.4,36,3.5,1916,3.6
"21011","5","23","74","0","2024","A","",34,262,15066454,3725198,161361,1107,57579,"",1.50,2.54,2.86,2.47,2.77,1.13,1.13,"",2,6.2,-10,-3.7,-112767,-0.7,-361125,-8.8,-8419,-5.0,35,3.3,1824,3.3
"21013","5","23","74","0","2024","A","",22,184,11447394,2550145,55398,1193,62045,"",0.46,0.42,0.57,0.43,0.39,1.36,1.36,"",1,4.8,-4,-2.1,554826,5.1,-13608,-0.5,26796,93.7,76,6.8,3951,6.8
"21015","5","23","74","0","2024","A","",455,2953,224915473,48904517,1570434,1465,76165,"",0.93,0.55,0.66,0.47,0.64,1.20,1.20,"",6,1.3,3,0.1,-3747870,-1.6,-3710308,-7.1,388320,32.8,-25,-1.7,-1337,-1.7
"21017","5","23","74","0","2024","A","",55,318,20896178,4774263,212830,1264,65746,"",1.09,0.85,0.98,0.77,1.28,1.15,1.15,"",3,5.8,-8,-2.5,461569,2.3,-145444,-3.0,6097,2.9,59,4.9,3063,4.9
"21019","5","23","74","0","2024","A","",143,1522,108130459,26412539,1296379,1367,71064,"",1.02,1.12,1.25,1.49,2.70,1.12,1.12,"",-4,-2.7,107,7.6,8417424,8.4,-931210,-3.4,355418,37.8,12,0.9,600,0.9
"21021","5","23","74","0","2024","A","",75,437,25527994,6994475,226252,1123,58416,"",0.90,0.57,0.59,0.65,0.84,1.05,1.05,"",2,2.7,-41,-8.6,313239,1.2,419991,6.4,19875,9.6,108,10.6,5647,10.7
"21023","5","23","74","0","2024","A","",16,81,3735180,1320906,41461,885,46019,"",0.93,1.01,0.92,1.34,1.59,0.91,0.91,"",3,23.1,15,22.7,833120,28.7,424323,47.3,7804,23.2,45,5.4,2324,5.3
"21025","5","23","74","0","2024","A","",8,53,3471817,1116161,31426,1252,65097,"",0.29,0.38,0.51,0.58,0.79,1.32,1.32,"",-3,-27.3,3,6.0,705473,25.5,391560,54.0,19665,167.2,190,17.9,9862,17.9
"21027","5","23","74","0","2024","A","",50,344,18648080,4041128,103258,1043,54223,"",1.45,1.76,2.03,1.70,1.91,1.16,1.16,"",1,2.0,28,8.9,2808729,17.7,-542361,-11.8,44276,75.1,79,8.2,4085,8.1
"21029","5","23","74","0","2024","A","",243,1665,122417107,24938848,691019,1414,73542,"",1.75,1.06,1.40,0.88,1.13,1.31,1.31,"",12,5.2,229,15.9,28915904,30.9,4581511,22.5,320693,86.6,162,12.9,8415,12.9
"21031","3","23","74","0","2024","A","N",1,0,0,0,0,0,0,"N",9.14,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21031","5","23","74","0","2024","A","",22,115,6150086,1727786,69825,1030,53557,"",0.91,0.75,0.80,0.75,1.25,1.08,1.08,"",1,4.8,8,7.5,1202118,24.3,66484,4.0,2405,3.6,137,15.3,7097,15.3
"21033","5","23","74","0","2024","A","",26,68,2980899,1034284,23355,842,43783,"",0.88,0.28,0.26,0.26,0.21,0.93,0.93,"",0,0.0,-10,-12.8,-199387,-6.3,-116148,-10.1,4006,20.7,55,7.0,2835,6.9
"21035","5","23","74","0","2024","A","",126,698,35249606,10309591,467984,971,50513,"",1.21,0.85,0.87,0.87,1.68,1.02,1.02,"",6,5.0,10,1.5,2816227,8.7,411704,4.2,69260,17.4,65,7.2,3389,7.2
"21037","5","23","74","0","2024","A","N",275,0,0,0,0,0,0,"N",1.03,0,0,0,0,0,0,"N",11,4.2,0,0,0,0,0,0,0,0,0,0,0,0
"21039","5","23","74","0","2024","A","",19,77,5117349,1096099,32060,1278,66459,"",1.71,1.40,1.86,1.33,1.66,1.33,1.33,"",0,0.0,1,1.3,174115,3.5,-38395,-3.4,22080,221.2,27,2.2,1416,2.2
"21041","5","23","74","0","2024","A","N",42,0,0,0,0,0,0,"N",1.45,0,0,0,0,0,0,"N",-2,-4.5,0,0,0,0,0,0,0,0,0,0,0,0
"21043","5","23","74","0","2024","A","",70,310,17102848,5210869,268657,1060,55141,"",1.39,1.05,1.29,1.16,1.77,1.24,1.24,"",5,7.7,17,5.8,1372168,8.7,471434,9.9,84313,45.7,29,2.8,1529,2.9
"21045","5","23","74","0","2024","A","",26,192,10020872,2994477,171861,1002,52102,"",0.92,0.93,1.04,1.01,2.39,1.13,1.13,"",2,8.3,32,20.0,1740957,21.0,644656,27.4,29919,21.1,4,0.4,217,0.4
"21047","3","23","74","0","2024","A","N",1,0,0,0,0,0,0,"N",1.28,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21047","5","23","74","0","2024","A","",151,719,61491832,16340707,896243,1644,85475,"",0.88,0.43,0.62,0.59,1.17,1.44,1.44,"",3,2.0,129,21.9,23924402,63.7,6795685,71.2,697031,349.9,420,34.3,21801,34.2
"21049","5","23","74","0","2024","A","",102,685,43972873,10566748,282958,1235,64225,"",1.23,0.96,1.03,0.85,0.89,1.07,1.07,"",7,7.4,109,18.9,7784067,21.5,1901370,21.9,96030,51.4,27,2.2,1415,2.3
"21051","5","23","74","0","2024","A","",28,101,5076129,1618212,92196,963,50052,"",0.86,0.47,0.49,0.82,1.90,1.03,1.03,"",3,12.0,10,11.0,489184,10.7,117841,7.9,-4110,-4.3,-4,-0.4,-216,-0.4
"21053","5","23","74","0","2024","A","",14,64,3324244,948111,66541,991,51539,"",0.60,0.35,0.41,0.33,1.01,1.18,1.18,"",0,0.0,-3,-4.5,261540,8.5,112588,13.5,11673,21.3,115,13.1,5997,13.2
"21055","5","23","74","0","2024","A","",20,46,2046235,905742,47834,849,44163,"",1.20,0.44,0.44,0.58,1.21,0.98,0.98,"",2,11.1,8,21.1,517577,33.9,294584,48.2,23774,98.8,84,11.0,4371,11.0
"21057","5","23","74","0","2024","A","N",14,0,0,0,0,0,0,"N",0.96,0,0,0,0,0,0,"N",1,7.7,0,0,0,0,0,0,0,0,0,0,0,0
"21059","5","23","74","0","2024","A","",316,2190,125741995,33190339,804905,1104,57427,"",1.14,0.88,0.88,0.85,0.92,1.00,1.00,"",2,0.6,-20,-0.9,3134929,2.6,-1245845,-3.6,2986,0.4,37,3.5,1942,3.5
"21061","5","23","74","0","2024","A","",20,115,6217099,1571654,61429,1038,53983,"",1.38,1.30,1.55,1.45,1.90,1.18,1.19,"",1,5.3,2,1.8,-14431,-0.2,-77529,-4.7,16619,37.1,-26,-2.4,-1367,-2.5
"21063","5","23","74","0","2024","A","N",6,0,0,0,0,0,0,"N",0.80,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21065","5","23","74","0","2024","A","",24,38,1464310,590513,20397,738,38366,"",1.17,0.32,0.25,0.40,0.51,0.77,0.77,"",2,9.1,7,22.6,-78310,-5.1,195255,49.4,15039,280.7,-235,-24.2,-12212,-24.1
"21067","5","23","74","0","2024","A","",909,10816,836384093,159672089,4591536,1487,77331,"",0.77,1.01,1.13,1.00,1.19,1.12,1.12,"",32,3.6,35,0.3,36637530,4.6,-2199415,-1.4,1048662,29.6,60,4.2,3146,4.2
"21069","5","23","74","0","2024","A","N",37,0,0,0,0,0,0,"N",1.07,0,0,0,0,0,0,"N",1,2.8,0,0,0,0,0,0,0,0,0,0,0,0
"21071","5","23","74","0","2024","A","",68,407,23198756,5625378,221080,1097,57023,"",0.75,0.70,0.78,0.70,1.11,1.12,1.12,"",3,4.6,13,3.3,892422,4.0,-106400,-1.9,34815,18.7,8,0.7,372,0.7
"21073","5","23","74","0","2024","A","",209,953,61572963,15887097,640184,1242,64587,"",0.96,0.52,0.52,0.67,1.01,1.00,1.00,"",14,7.2,83,9.5,5620507,10.0,2669561,20.2,126453,24.6,6,0.5,305,0.5
"21075","5","23","74","0","2024","A","",8,40,1472224,861997,20329,703,36577,"",0.48,0.34,0.27,0.48,0.49,0.81,0.81,"",1,14.3,-1,-2.4,-287645,-16.3,225623,35.5,13298,189.1,-122,-14.8,-6347,-14.8
"21077","5","23","74","0","2024","A","N",12,0,0,0,0,0,0,"N",0.95,0,0,0,0,0,0,"N",-2,-14.3,0,0,0,0,0,0,0,0,0,0,0,0
"21079","5","23","74","0","2024","A","",70,595,36894134,9711671,558013,1192,61981,"",2.12,4.11,4.91,4.22,5.05,1.20,1.19,"",3,4.5,43,7.8,5060454,15.9,2277348,30.6,213008,61.7,83,7.5,4337,7.5
"21081","3","23","74","0","2024","A","N",1,0,0,0,0,0,0,"N",4.49,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21081","5","23","74","0","2024","A","N",63,0,0,0,0,0,0,"N",1.29,0,0,0,0,0,0,"N",4,6.8,0,0,0,0,0,0,0,0,0,0,0,0
"21083","5","23","74","0","2024","A","",108,410,21895379,6278047,139797,1026,53371,"",1.33,0.65,0.65,0.61,0.67,0.99,0.99,"",0,0.0,-8,-1.9,1060819,5.1,189309,3.1,35731,34.3,66,6.9,3468,6.9
"21085","3","23","74","0","2024","A","N",1,0,0,0,0,0,0,"N",4.11,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21085","5","23","74","0","2024","A","",83,381,22198012,5487684,152947,1121,58301,"",1.55,0.96,1.19,0.98,1.11,1.23,1.23,"",7,9.2,13,3.5,1326520,6.4,167919,3.2,48918,47.0,31,2.8,1623,2.9
"21087","5","23","74","0","2024","A","N",19,0,0,0,0,0,0,"N",1.00,0,0,0,0,0,0,"N",-1,-5.0,0,0,0,0,0,0,0,0,0,0,0,0
"21089","5","23","74","0","2024","A","N",66,0,0,0,0,0,0,"N",1.08,0,0,0,0,0,0,"N",4,6.5,0,0,0,0,0,0,0,0,0,0,0,0
"21091","5","23","74","0","2024","A","",26,152,10906226,2458521,69716,1380,71751,"",1.43,0.80,0.67,0.75,1.05,0.83,0.83,"",1,4.0,9,6.3,1612131,17.3,-135802,-5.2,25308,57.0,128,10.2,6644,10.2
"21093","5","23","74","0","2024","A","",277,1971,181858460,59440534,3919451,1774,92267,"",0.96,0.77,1.18,1.39,2.82,1.54,1.54,"",20,7.8,115,6.2,49676593,37.6,23141410,63.8,2382049,154.9,404,29.5,21042,29.5
"21095","5","23","74","0","2024","A","",25,86,3108654,1139187,46093,695,36147,"",0.61,0.26,0.20,0.29,0.47,0.76,0.76,"",2,8.7,6,7.5,246974,8.6,78020,7.4,9361,25.5,3,0.4,151,0.4
"21097","5","23","74","0","2024","A","",39,169,13441811,2253812,142052,1527,79420,"",1.17,0.61,0.89,0.52,1.42,1.47,1.47,"",8,25.8,6,3.7,1850204,16.0,163809,7.8,11160,8.5,162,11.9,8451,11.9
"21099","5","23","74","0","2024","A","N",61,0,0,0,0,0,0,"N",1.88,0,0,0,0,0,0,"N",2,3.4,0,0,0,0,0,0,0,0,0,0,0,0
"21101","5","23","74","0","2024","A","",129,978,67842029,17226651,537010,1334,69374,"",1.15,1.00,1.16,1.02,1.22,1.16,1.16,"",7,5.7,-82,-7.7,-7546837,-10.0,-3167115,-15.5,116592,27.7,-33,-2.4,-1720,-2.4
"21103","5","23","74","0","2024","A","",38,94,5056274,1638533,53782,1030,53553,"",1.21,0.62,0.62,0.72,1.09,1.00,1.00,"",0,0.0,8,9.3,593632,13.3,132317,8.8,35415,192.8,34,3.4,1762,3.4
"21105","5","23","74","0","2024","A","N",10,0,0,0,0,0,0,"N",1.16,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21107","5","23","74","0","2024","A","",81,973,66372421,11279747,411533,1312,68214,"",0.86,1.06,1.23,0.86,1.28,1.16,1.16,"",2,2.5,8,0.8,1538287,2.4,-2944872,-20.7,80799,24.4,20,1.5,1034,1.5
"21109","5","23","74","0","2024","A","",13,46,1918645,694180,13244,802,41710,"",0.82,0.49,0.48,0.65,0.53,0.97,0.97,"",1,8.3,-2,-4.2,164742,9.4,-72073,-9.4,1363,11.5,93,13.1,4850,13.2
"21111","5","23","74","0","2024","A","",2100,22906,1891678980,376215136,12744588,1588,82584,"",0.80,0.90,0.98,0.87,1.05,1.08,1.08,"",53,2.6,1318,6.1,227231883,13.7,37415691,11.0,4494151,54.5,105,7.1,5483,7.1
"21113","5","23","74","0","2024","A","",245,1532,97954640,23971111,577215,1229,63929,"",1.60,1.56,1.73,1.48,1.43,1.10,1.10,"",13,5.6,80,5.5,9809091,11.1,2163867,9.9,203382,54.4,62,5.3,3223,5.3
"21115","3","23","74","0","2024","A","N",1,0,0,0,0,0,0,"N",4.42,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21115","5","23","74","0","2024","A","",31,148,7402539,2188291,69950,964,50130,"",0.62,0.53,0.57,0.55,0.87,1.09,1.09,"",0,0.0,-21,-12.4,-213613,-2.8,-285810,-11.6,-11284,-13.9,96,11.1,5020,11.1
"21117","5","23","74","0","2024","A","",430,3440,284217214,50881841,1169867,1589,82615,"",0.93,0.88,0.94,0.85,0.84,1.07,1.07,"",17,4.1,135,4.1,7841895,2.8,4829556,10.5,539505,85.6,-19,-1.2,-1011,-1.2
"21119","5","23","74","0","2024","A","",15,65,2911617,957138,34626,860,44737,"",0.62,0.57,0.58,0.73,1.15,1.00,1.00,"",0,0.0,-9,-12.2,-726476,-20.0,-74791,-7.2,5590,19.3,-84,-8.9,-4371,-8.9
"21121","5","23","74","0","2024","A","",23,155,9471063,2808269,161483,1173,61005,"",0.48,0.38,0.50,0.52,1.22,1.31,1.31,"",1,4.5,38,32.5,3506171,58.8,762766,37.3,67723,72.2,192,19.6,9987,19.6
"21123","5","23","74","0","2024","A","",38,193,11609372,2875728,69270,1155,60048,"",1.49,1.43,1.74,1.21,1.25,1.22,1.22,"",2,5.6,17,9.7,1954384,20.2,289741,11.2,-2656,-3.7,97,9.2,5034,9.2
"21125","5","23","74","0","2024","A","",124,888,68949652,17509569,571101,1493,77617,"",0.89,0.64,0.96,0.70,1.10,1.49,1.49,"",6,5.1,42,5.0,5762752,9.1,1114563,6.8,292236,104.8,57,4.0,2957,4.0
"21127","5","23","74","0","2024","A","",30,103,5178571,1818513,61710,964,50115,"",1.09,0.46,0.49,0.49,0.68,1.05,1.04,"",0,0.0,-57,-35.6,-3443726,-39.9,-710000,-28.1,-35577,-36.6,-71,-6.9,-3690,-6.9
"21129","5","23","74","0","2024","A","",5,28,1715938,460199,4799,1179,61284,"",0.39,0.31,0.41,0.37,0.16,1.30,1.30,"N",1,25.0,0,0,0,0,0,0,0,0,0,0,0,0
"21131","5","23","74","0","2024","A","N",2,0,0,0,0,0,0,"N",0.14,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21133","5","23","74","0","2024","A","",16,67,2619971,1021092,17950,754,39202,"",0.41,0.30,0.24,0.35,0.25,0.79,0.79,"",2,14.3,-3,-4.3,-229286,-8.0,-1275,-0.1,4034,29.0,-32,-4.1,-1648,-4.0
"21135","5","23","74","0","2024","A","",18,163,11874420,3425960,102113,1403,72961,"",0.82,1.57,2.58,2.59,3.14,1.64,1.64,"",1,5.9,-9,-5.2,128755,1.1,249003,7.8,48005,88.7,89,6.8,4639,6.8
"21137","3","23","74","0","2024","A","N",1,0,0,0,0,0,0,"N",5.61,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21137","5","23","74","0","2024","A","",51,223,12528497,4053082,114787,1081,56224,"",1.30,1.08,1.27,1.37,1.53,1.17,1.17,"",0,0.0,9,4.2,-948200,-7.0,30188,0.8,44166,62.5,-131,-10.8,-6776,-10.8
"21139","5","23","74","0","2024","A","",31,686,60854405,11388113,847454,1706,88709,"",1.53,3.84,5.14,3.75,5.28,1.34,1.34,"",3,10.7,333,94.3,35082986,136.1,6112404,115.9,526566,164.1,302,21.5,15719,21.5
"21141","5","23","74","0","2024","A","",73,409,21654625,7091314,255708,1019,52967,"",1.18,0.87,0.73,0.89,1.48,0.84,0.84,"",4,5.8,4,1.0,1880162,9.5,1207949,20.5,108079,73.2,80,8.5,4141,8.5
"21143","5","23","74","0","2024","A","",26,115,6931604,1799746,80184,1157,60188,"",1.18,0.82,1.00,1.01,1.67,1.21,1.21,"",-1,-3.7,-5,-4.2,509476,7.9,109912,6.5,19676,32.5,128,12.4,6670,12.5
"21145","5","23","74","0","2024","A","",229,2448,167586055,40484538,1343676,1316,68456,"",1.01,1.15,1.28,1.19,1.63,1.11,1.11,"",-1,-0.4,-196,-7.4,-11904411,-6.6,-5679611,-12.3,-246562,-15.5,11,0.8,579,0.9
"21147","5","23","74","0","2024","A","N",9,0,0,0,0,0,0,"N",0.38,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21149","5","23","74","0","2024","A","",25,104,5642044,1755699,55532,1040,54077,"",1.30,1.14,1.31,1.32,1.99,1.15,1.15,"",2,8.7,23,28.4,1857492,49.1,478719,37.5,17450,45.8,145,16.2,7546,16.2
"21151","5","23","74","0","2024","A","",305,2212,154633693,37823193,1007972,1345,69923,"",1.26,1.14,1.38,1.25,1.29,1.21,1.21,"",37,13.8,75,3.5,11636665,8.1,4907170,14.9,47299,4.9,58,4.5,2998,4.5
"21153","5","23","74","0","2024","A","N",14,0,0,0,0,0,0,"N",0.64,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21155","5","23","74","0","2024","A","",47,214,12175881,3149555,69403,1095,56919,"",1.13,0.45,0.47,0.37,0.37,1.06,1.06,"N",3,6.8,0,0,0,0,0,0,0,0,0,0,0,0
"21157","5","23","74","0","2024","A","",124,1432,114446021,37269212,2611335,1536,79893,"",1.52,2.33,2.77,3.26,5.03,1.19,1.19,"",1,0.8,-140,-8.9,-9618366,-7.8,4325238,13.1,455029,21.1,19,1.3,988,1.3
"21159","5","23","74","0","2024","A","N",7,0,0,0,0,0,0,"N",0.41,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
"21161","5","23","74","0","2024","A","",42,448,33435553,6799880,213277,1434,74564,"",0.75,1.08,1.50,1.06,1.72,1.39,1.39,"",3,7.7,59,15.2,4455503,15.4,845631,14.2,49418,30.2,2,0.1,97,0.1
"21163","5","23","74","0","2024","A","",66,682,46116976,12331943,786368,1301,67637,"",1.54,2.47,2.65,2.73,4.45,1.07,1.07,"",0,0.0,142,26.3,6085429,15.2,1969029,19.0,239541,43.8,-126,-8.8,-6541,-8.8
"21165","5","23","74","0","2024","A","N",12,0,0,0,0,0,0,"N",1.19,0,0,0,0,0,0,"N",1,9.1,0,0,0,0,0,0,0,0,0,0,0,0
"21167","5","23","74","0","2024","A","",58,341,22302349,6045041,303075,1257,65387,"",1.27,0.99,1.02,1.09,2.04,1.03,1.03,"",0,0.0,39,12.9,6259824,39.0,1140022,23.2,134960,80.3,236,23.1,12310,23.2
"21169","5","23","74","0","2024","A","N",12,0,0,0,0,0,0,"N",0.60,0,0,0,0,0,0,"N",4,50.0,0,0,0,0,0,0,0,0,0,0,0,0
"21171","5","23","74","0","2024","A","",24,280,27220892,4025017,106843,1872,97362,"",1.02,1.65,3.13,1.67,1.99,1.90,1.90,"",2,9.1,22,8.5,8016361,41.7,339841,9.2,43877,69.7,440,30.7,22878,30.7
"21173","5","23","74","0","2024","A","N",73,0,0,0,0,0,0,"N",1.05,0,0,0,0,0,0,"N",-2,-2.7,0,0,0,0,0,0,0,0,0,0,0,0
"21175","5","23","74","0","2024","A","N",30,0,0,0,0,0,0,"N",1.35,0,0,0,0,0,0,"N",3,11.1,0,0,0,0,0,0,0,0,0,0,0,0
"21177","5","23","74","0","2024","A","",60,609,61640831,14331282,1123735,1946,101175,"",1.03,1.43,2.48,2.11,4.13,1.73,1.73,"",-1,-1.6,72,13.4,17254903,38.9,-3726822,-20.6,-340612,-23.3,356,22.4,18507,22.4
"21179","5","23","74","0","2024","A","",195,1466,101616534,21949413,681409,1333,69312,"",1.64,1.51,1.73,1.29,1.52,1.14,1.14,"",17,9.6,33,2.3,13236246,15.0,2250208,11.4,291547,74.8,147,12.4,7641,12.4
"21181","5","23","74","0","2024","A","N",10,0,0,0,0,0,0,"N",1.04,0,0,0,0,0,0,"N",3,42.9,0,0,0,0,0,0,0,0,0,0,0,0
"21183","5","23","74","0","2024","A","",48,179,9757714,2745281,115239,1050,54589,"",1.20,0.46,0.53,0.47,0.86,1.15,1.15,"",2,4.3,-23,-11.4,-735010,-7.0,-525755,-16.1,-45120,-28.1,52,5.2,2688,5.2
"21185","5","23","74","0","2024","A","",252,1275,88315620,19895650,478721,1332,69245,"",1.31,1.39,1.32,1.35,1.25,0.95,0.95,"",9,3.7,78,6.5,7138602,8.8,2606958,15.1,250864,110.1,27,2.1,1409,2.1
"21187","5","23","74","0","2024","A","",11,33,2315647,422462,2220,1333,69296,"",0.78,0.41,0.53,0.39,0.08,1.29,1.29,"",0,0.0,1,3.1,-734647,-24.1,-3980,-0.9,235,11.8,-495,-27.1,-25778,-27.1
"21189","5","23","74","0","2024","A","N",4,0,0,0,0,0,0,"N",0.55,0,0,0,0,0,0,"N",-1,-20.0,0,0,0,0,0,0,0,0,0,0,0,0
"21191","5","23","74","0","2024","A","N",31,0,0,0,0,0,0,"N",1.36,0,0,0,0,0,0,"N",3,10.7,0,0,0,0,0,0,0,0,0,0,0,0
"21193","5","23","74","0","2024","A","",37,253,14218583,3968029,105994,1081,56237,"",0.50,0.42,0.43,0.51,0.56,1.01,1.01,"",1,2.8,12,5.0,1254955,9.7,504705,14.6,43398,69.3,48,4.6,2539,4.7
